648	5	5B2241222C2242222C2243222C2244222C2245222C2246222C2247222C2248222C2249222C224A222C224B222C224C222C224D222C224E222C224F222C2250225D
649	11	5B2241222C2242222C2243222C2244222C2245222C2246222C2247222C2248222C2249222C224A222C224B222C224C222C224D222C224E222C224F222C2250225D
650	0	5B2241222C2242222C2243222C2244222C2245222C2246222C2247222C2248222C2249222C224A222C224B222C224C222C224D222C224E222C224F222C2250225D
651	7	5B2241222C2242222C2243222C2244222C2245222C2246222C2247222C2248222C2249222C224A222C224B222C224C222C224D222C224E222C224F222C2250225D
652	14	5B2241222C2242222C2243222C2244222C2245222C2246222C2247222C2248222C2249222C224A222C224B222C224C222C224D222C224E222C224F222C2250225D
653	4	5B2241222C2242222C2243222C2244222C2245222C2246222C2247222C2248222C2249222C224A222C224B222C224C222C224D222C224E222C224F222C2250225D
654	10	5B2241222C2242222C2243222C2244222C2245222C2246222C2247222C2248222C2249222C224A222C224B222C224C222C224D222C224E222C224F222C2250225D
655	12	5B2241222C2242222C2243222C2244222C2245222C2246222C2247222C2248222C2249222C224A222C224B222C224C222C224D222C224E222C224F222C2250225D
656	2	5B2241222C2242222C2243222C2244222C2245222C2246222C2247222C2248222C2249222C224A222C224B222C224C222C224D222C224E222C224F222C2250225D
657	8	5B2241222C2242222C2243222C2244222C2245222C2246222C2247222C2248222C2249222C224A222C224B222C224C222C224D222C224E222C224F222C2250225D
