638	13	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
639	8	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
640	11	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
641	6	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
642	5	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
643	3	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
644	9	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
645	12	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
646	0	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
647	2	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
