588	13	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
589	8	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
590	11	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
591	6	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
592	5	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
593	3	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
594	9	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
595	12	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
596	0	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
597	2	5B226164646974696F6E222C22617070726F78696D6174656C79222C2261766F6964222C22636F6E73756D7074696F6E222C22636F6E766572746564222C22636F6E76696E6365222C22686569676874656E6564222C226F6D697373696F6E222C226F70706F73697465222C227065726365697665222C2270726F7370656374222C227265696E666F7263656D656E74222C2273657061726174656C79222C2273696D706C79222C227461726765746564225D
